id,Exam1,Exam2,Exam3,Final,HS_GPA,COMP_ACT_SCORE,TRANS_TOT_CR,BFAS_A_1,BFAS_A_2,BFAS_A_3,BFAS_A_4,BFAS_A_5,BFAS_A_6,BFAS_A_7,BFAS_A_8,BFAS_A_9,BFAS_A_10,BFAS_A_11,BFAS_A_12,BFAS_A_13,BFAS_A_14,BFAS_A_15,BFAS_A_16,BFAS_A_17,BFAS_A_18,BFAS_A_19,BFAS_A_20,BFAS_A_21,BFAS_A_22,BFAS_A_23,BFAS_A_24,BFAS_A_25,BFAS_A_26,BFAS_A_27,BFAS_A_28,BFAS_A_29,BFAS_A_30,BFAS_A_31,BFAS_A_32,BFAS_A_33,BFAS_A_34,BFAS_A_35,BFAS_A_36,BFAS_A_37,BFAS_A_38,BFAS_A_39,BFAS_A_40,BFAS_A_41,BFAS_A_42,BFAS_A_43,BFAS_A_44,BFAS_A_45,BFAS_A_46,BFAS_A_47,BFAS_A_48,BFAS_A_49,BFAS_A_50,BFAS_A_51,BFAS_A_52,BFAS_A_53,BFAS_A_54,BFAS_A_55,BFAS_A_56,BFAS_A_57,BFAS_A_58,BFAS_A_59,BFAS_A_60,BFAS_A_61,BFAS_A_62,BFAS_A_63,BFAS_A_64,BFAS_A_65,BFAS_A_66,BFAS_A_67,BFAS_A_68,BFAS_A_69,BFAS_A_70,BFAS_A_71,BFAS_A_72,BFAS_A_73,BFAS_A_74,BFAS_A_75,BFAS_A_76,BFAS_A_77,BFAS_A_78,BFAS_A_79,BFAS_A_80,BFAS_A_81,BFAS_A_82,BFAS_A_83,BFAS_A_84,BFAS_A_85,BFAS_A_86,BFAS_A_87,BFAS_A_88,BFAS_A_89,BFAS_A_90,BFAS_A_91,BFAS_A_92,BFAS_A_93,BFAS_A_94,BFAS_A_95,BFAS_A_96,BFAS_A_97,BFAS_A_98,BFAS_A_99,BFAS_A_100,BFAS_Withdrawal,BFAS_Volatility,BFAS_5_N,BFAS_Compassion,BFAS_Politeness,BFAS_5_A,BFAS_Industriousness,BFAS_Orderliness,BFAS_5_C,BFAS_Enthusiasm,BFAS_Assertiveness,BFAS_5_E,BFAS_Intellect,BFAS_Openness,BFAS_5_O,SE_1,SE_2,SE_3,SE_4,SE_5,SE_6,SE_7,SE_8,SE_9,SE_10,SE_11,SE_12,SE_13,SE_14,SE_15,SE_16,SE_total,anx_1,anx_2,anx_3,anx_4,anx_5,anx_6,anx_7,anx_8,anx_9,anx_10,anxiety_total,Gender
12636,44,40,42,79,3.88,27,0,4,3,4,4,4,2,4,2,4,2,2,3,2,2,2,3,4,4,4,3,4,4,2,2,4,2,2,3,2,3,2,3,2,3,4,4,2,4,3,4,4,4,5,5,2,1,3,4,2,4,2,3,2,3,3,5,3,4,4,3,2,2,4,2,3,2,2,3,4,4,4,4,4,4,5,4,3,2,2,3,2,2,2,5,2,2,4,3,4,2,2,4,3,5,5,3,3,4,2,4,2,2,2,3.6,3,3.3,4,3.5,3.75,4.1,3.9,4,4,3.2,3.6,7,7,5,4,5,6,5,7,5,5,7,5,7,7,5,6,5.8125,2,3,3,2,3,1,2,2,4,1,2.3,Male
13114,38,42,43,81,0,26,30,4,1,5,2,3,3,4,4,2,4,5,4,4,2,3,2,1,4,2,4,3,5,4,2,4,4,5,3,3,2,3,1,4,2,3,2,1,4,2,3,1,4,3,2,3,3,4,4,3,4,5,1,3,2,4,2,3,4,2,3,4,1,3,3,2,4,3,4,3,3,2,3,2,2,3,2,3,2,2,2,5,1,2,3,3,3,2,3,2,2,3,4,2,4,2,4,3,3,4,3,3.9,3.7,3.8,4.5,3.9,4.2,3,3.1,3.05,3.2,2.5,2.85,2.8,3.2,3,4,4,3,3,5,5,4,5,4,3,4,3,4,7,4,4,4.125,3,5,2,3,3,2,2,3,5,5,3.3,Female
13339,43,46,44,89,0,28,49,3,1,4,4,5,3,4,4,5,5,3,4,2,2,3,2,4,4,5,3,4,4,2,2,4,3,4,2,2,4,2,1,3,3,4,3,2,3,4,5,2,4,4,4,2,3,3,2,1,2,3,1,2,2,3,3,2,3,5,3,2,2,3,1,4,3,3,2,4,3,4,4,3,5,4,2,3,2,1,3,2,1,2,4,3,2,3,4,4,2,2,4,3,4,4,3,2,4,2,3,2.5,3.1,2.8,4.4,3.2,3.8,3.6,3.4,3.5,4.1,4.5,4.3,3.8,3.7,3.75,5,4,5,5,6,6,5,7,7,7,7,7,7,7,7,7,6.1875,1,3,3,2,3,2,2,2,4,2,2.4,Male
12248,42,41,35,77,3.95,27,18,2,2,5,4,4,2,4,2,4,5,3,4,2,4,2,3,3,5,3,5,4,4,2,4,4,3,4,5,2,4,2,2,2,4,3,4,2,4,4,5,3,4,4,3,4,3,3,2,2,2,3,3,2,2,4,3,4,4,4,2,2,2,4,2,3,3,2,2,4,5,2,4,2,3,3,2,2,2,2,2,4,2,2,4,2,4,4,3,4,2,2,4,2,4,4,4,4,4,3,5,2.9,3.1,3,3.9,3.4,3.65,3.9,4.1,4,3.2,3.8,3.5,3.3,4.5,3.9,5,5,4,4,4,4,3,6,6,3,6,4,6,6,6,6,4.875,2,3,4,3,4,1,1,2,3,2,2.5,Male
12529,36,30,34,80,3.89,35,3,4,3,5,5,5,2,5,3,5,5,2,4,2,2,2,4,4,4,4,4,4,4,2,2,4,2,2,4,1,5,2,2,2,2,4,4,3,4,4,4,4,4,4,4,2,2,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,3.4,3.1,3.25,3.6,3.4,3.5,3.6,3.7,3.65,3.6,3.7,3.65,6,6,5,4,6,6,6,7,6,6,6,6,6,7,6,6,5.9375,2,3,3,2,4,2,2,3,4,1,2.6,Male
12377,40,46,40,79,3.37,25,0,2,4,4,2,4,1,5,3,2,5,4,4,3,3,2,5,1,4,1,5,2,4,2,3,4,2,5,2,3,4,1,2,2,2,4,5,1,3,1,5,2,4,4,2,3,1,4,5,4,1,4,2,2,2,1,5,4,3,4,1,3,1,2,5,4,1,2,4,3,5,2,4,2,2,4,4,1,2,4,2,2,1,3,2,2,1,1,4,3,2,4,4,4,4,3,2,4,1,5,5,3.4,1.3,2.35,4,4.4,4.2,3.2,2.7,2.95,2.7,2.2,2.45,3.9,4.7,4.3,5,6,6,7,5,6,5,7,6,5,7,5,6,6,7,6,5.9375,2,3,4,2,2,1,1,2,3,1,2.1,Female
11771,39,37,40,73,3.82,30,20,4,1,5,4,5,2,2,3,4,5,2,5,2,2,1,2,1,4,4,5,4,5,1,1,5,2,4,4,1,3,1,1,2,1,5,3,1,4,4,5,2,5,4,4,2,4,4,2,1,1,4,1,1,1,1,4,4,4,4,1,1,1,4,1,5,4,1,3,4,5,2,5,4,5,4,3,2,3,1,4,3,1,3,5,2,2,1,2,4,2,4,5,4,5,4,3,2,3,1,5,2.7,2.9,2.8,5,4.2,4.6,4,3.4,3.7,4.7,4.4,4.55,4.6,4.4,4.5,7,7,4,7,6,7,7,7,6,6,7,7,6,7,7,6,6.5,2,4,2,1,3,1,3,3,5,1,2.5,Female
13065,45,42,41,83,3.75,27,0,4,2,5,3,5,1,5,3,2,3,2,4,4,1,1,5,1,5,5,4,5,5,4,2,5,1,4,5,3,5,1,1,1,4,5,5,1,5,4,4,4,5,5,5,2,1,5,4,3,4,3,1,1,4,1,5,3,5,3,2,1,1,3,1,4,3,3,4,4,5,2,4,3,5,4,5,2,2,2,1,1,2,3,5,1,1,1,4,2,1,1,4,1,5,5,1,1,4,4,5,1.8,1.2,1.5,4.5,4.4,4.45,3.8,3.9,3.85,4.1,3.2,3.65,4.7,4.2,4.45,5,6,6,4,5,7,5,7,5,7,7,6,5,6,5,5,5.6875,2,3,3,2,3,2,1,1,5,3,2.5,Male
13005,33,21,32,65,3.7,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13099,48,44,48,95,4.21,32,0,3,2,3,2,3,2,4,5,4,5,4,4,4,2,2,2,3,4,5,3,4,4,4,5,4,2,2,2,2,4,1,4,2,5,4,5,4,4,4,5,2,4,4,4,1,4,4,4,2,3,4,2,2,4,2,4,2,5,4,2,2,4,4,1,5,4,2,4,4,4,5,4,4,4,4,2,4,4,2,1,2,2,4,4,4,4,4,3,4,1,2,4,4,4,5,4,2,3,2,5,2.5,3.1,2.8,3.6,2.9,3.25,3.1,2.8,2.95,3.1,4.1,3.6,4,4.3,4.15,5,5,5,4,4,6,6,5,5,5,6,4,5,6,6,6,5.1875,3,3,2,2,3,3,4,4,4,2,3,Male
13430,49,46,47,88,3.94,32,0,2,2,3,4,2,5,3,1,4,5,4,4,3,3,1,2,1,3,5,3,5,4,3,1,2,4,2,2,1,3,1,1,3,4,2,4,1,2,4,4,2,5,3,4,2,2,3,4,2,2,5,1,4,1,2,2,4,3,4,2,2,1,2,1,2,3,1,4,4,4,2,5,4,5,4,2,1,3,2,1,4,2,4,5,4,4,2,3,3,1,2,5,4,5,4,4,3,3,1,5,3.1,3.6,3.35,4.6,3.9,4.25,2.7,2.8,2.75,4.3,4.2,4.25,3.1,4.2,3.65,4,4,4,3,5,5,4,6,4,3,5,3,4,4,4,4,4.125,2,4,3,3,3,3,3,2,5,3,3.1,Female
13304,45,49,47,94,NA,NA,NA,3,1,4,4,5,2,5,1,3,5,4,1,3,3,3,4,1,5,3,4,4,4,2,1,4,1,4,5,3,4,1,2,1,3,4,5,1,3,2,3,5,1,5,4,4,1,4,1,4,5,5,5,1,4,2,4,5,5,5,4,2,1,4,3,4,1,1,1,3,2,2,5,5,3,4,2,1,1,3,4,2,1,3,5,2,1,1,4,4,4,1,5,1,5,4,1,2,4,4,3,2.5,1.6,2.05,3.6,4.7,4.15,4.3,4.6,4.45,3.7,3,3.35,3.8,2.8,3.3,5,7,7,5,7,7,7,7,6,6,7,6,7,7,6,7,6.5,2,3,3,1,2,3,3,1,4,3,2.5,Male
12729,43,43,42,86,3.61,21,5,2,2,4,4,4,2,4,3,4,5,2,4,1,1,2,3,1,2,4,4,4,4,2,1,2,1,3,4,2,3,1,3,1,1,2,4,1,4,3,5,2,4,4,5,3,3,3,3,2,3,4,3,1,2,2,3,3,3,4,3,1,1,3,1,2,1,1,3,3,4,3,4,4,4,3,4,1,1,3,3,3,1,1,4,3,1,1,3,3,3,1,4,4,5,3,1,2,4,3,5,2.5,1.9,2.2,4,4.2,4.1,4.1,3.4,3.75,4.6,3.5,4.05,3,3.8,3.4,6,5,4,3,7,6,5,6,4,4,4,4,4,4,5,4,4.6875,5,5,4,5,3,3,2,4,3,5,3.9,Female
12406,30,20,40,60,NA,NA,NA,3,3,2,3,4,5,5,3,4,3,3,5,3,4,3,1,5,2,5,3,5,2,3,4,4,2,4,4,3,3,1,2,2,5,5,1,3,3,2,3,3,5,3,3,2,4,3,3,3,3,1,3,2,4,3,2,4,4,5,4,1,3,4,4,4,3,2,4,3,4,4,3,3,3,3,2,1,4,4,4,2,1,3,2,1,1,3,3,2,3,3,4,5,3,3,3,3,5,2,4,2,3.6,2.8,3.7,3.5,3.6,3,3.1,3.05,2.3,3.3,2.8,3.8,3,3.4,5,5,4,6,6,5,4,4,5,6,7,5,5,4,3,4,4.875,2,4,3,3,2,2,1,2,2,1,2.2,Male
13761,46,41,41,87,3.99,29,5,4,3,4,3,2,4,5,1,2,5,2,5,3,2,4,2,1,5,5,5,4,4,2,2,4,2,4,4,2,4,2,2,2,4,3,4,1,5,4,3,5,5,4,4,1,1,5,2,3,2,4,2,2,1,2,4,5,4,4,2,2,1,2,1,4,2,2,3,2,4,2,2,4,5,3,2,1,1,3,3,2,2,2,5,4,2,1,4,3,2,2,5,4,5,4,2,1,2,4,5,2.3,2.5,2.4,4.1,4.8,4.45,3.5,4.1,3.8,4.2,3.2,3.7,3.3,4.1,3.7,5,5,5,6,6,6,5,6,6,6,7,6,7,6,6,6,5.875,2,2,3,3,3,2,3,2,3,1,2.4,Female
11541,44,41,42,87,4.23,29,16,4,2,4,3,4,3,4,3,4,4,4,4,2,3,2,3,1,4,3,3,4,4,3,3,4,3,4,2,2,4,2,2,3,2,3,4,1,4,4,3,4,5,4,3,4,2,4,4,2,4,4,1,2,2,3,4,4,2,4,3,1,2,3,2,4,2,2,2,4,3,2,4,2,4,4,2,2,3,3,3,2,2,3,5,2,4,1,3,3,3,2,4,2,5,4,2,2,4,4,4,2.5,2.7,2.6,4.2,4.3,4.25,3.4,3.1,3.25,3.8,3.5,3.65,3.6,3.2,3.4,4,6,5,6,6,7,5,7,5,4,6,5,6,6,6,6,5.625,3,3,2,2,3,3,2,2,2,2,2.4,Female
13242,30,37,38,66,3.79,19,16,2,2,4,2,3,3,3,1,2,4,5,5,4,4,3,2,2,4,3,4,4,5,3,4,3,4,4,4,3,4,1,2,5,4,3,3,2,4,3,4,2,4,4,4,4,4,4,4,4,4,4,1,3,1,2,4,2,1,3,4,4,2,4,1,2,4,1,4,3,4,1,5,2,4,3,2,1,1,2,2,4,2,4,3,4,4,1,3,1,2,2,5,4,4,3,1,2,2,4,5,3.5,3.3,3.4,4.5,4,4.25,2.7,3.2,2.95,3.3,2.6,2.95,2.8,3.7,3.25,5,6,4,4,5,5,5,5,5,5,7,4,6,5,5,5,5.0625,2,4,3,3,4,3,3,4,4,4,3.4,Female
11564,48,49,49,95,4.15,34,0,5,1,4,2,5,1,4,2,4,5,3,5,3,3,3,4,3,5,3,4,4,4,3,3,4,1,4,4,3,4,1,1,2,2,4,4,1,3,3,5,5,5,4,4,3,3,4,2,3,5,5,1,2,2,2,4,3,4,4,5,2,2,4,1,4,3,1,2,3,5,4,4,3,4,4,4,1,2,4,3,3,1,4,4,2,2,1,3,4,2,2,5,3,5,5,2,3,3,2,5,2.2,2,2.1,4.7,4.1,4.4,3.4,3.8,3.6,3.8,3.3,3.55,4,3.7,3.85,5,6,6,4,5,6,4,6,5,4,5,4,5,6,5,5,5.0625,2,4,2,2,1,1,1,2,4,3,2.2,Female
11988,18,23,16,40,3.48,18,0,3,2,4,4,4,4,4,2,4,4,4,4,3,2,3,4,2,4,4,3,4,4,2,2,4,2,4,4,2,3,2,4,2,2,3,4,3,3,3,4,2,3,4,4,2,4,3,2,2,4,4,3,2,2,4,3,4,3,3,3,3,2,4,3,3,3,2,2,4,3,4,4,4,4,4,3,2,2,3,3,2,2,4,4,3,3,2,4,3,4,2,4,4,4,3,2,4,3,4,4,2.8,2.8,2.8,3.6,3.6,3.6,3.5,3.7,3.6,3.9,3.4,3.65,3.3,3.1,3.2,5,4,5,4,7,4,6,5,6,4,7,6,7,7,7,6,5.625,3,4,4,2,1,1,2,1,5,5,2.8,Male
13516,33,40,33,74,NA,NA,NA,2,4,4,4,3,4,2,1,4,4,4,3,5,4,4,2,4,2,4,3,4,4,2,4,4,2,5,5,1,4,2,4,3,4,2,4,5,5,5,4,4,2,4,4,5,2,2,1,1,5,4,4,4,2,4,2,2,4,5,4,2,4,5,1,2,2,4,4,4,2,5,2,4,4,4,2,1,1,4,4,4,5,2,4,3,2,4,4,4,4,2,2,3,4,4,2,2,5,1,4,2.7,2.8,2.75,2.2,2.7,2.45,3.4,4.2,3.8,3.5,4.3,3.9,2.7,2.8,2.75,5,5,3,2,6,3,6,5,5,5,5,5,5,6,6,6,4.875,3,4,2,3,2,4,3,2,4,2,2.9,Male
13380,38,43,41,81,0,21,41,3,1,4,4,5,2,4,4,4,4,4,5,3,1,2,4,1,4,4,3,2,5,2,2,4,2,5,4,3,4,4,1,3,1,3,4,1,5,4,5,2,5,5,4,1,2,4,4,2,5,4,1,1,2,4,4,5,2,4,2,3,2,4,5,3,1,1,3,3,4,5,5,3,5,5,5,1,1,2,2,2,1,2,4,2,1,2,3,4,2,4,5,3,4,4,1,1,2,2,4,3.3,1.6,2.45,4.9,4.7,4.8,3.8,3.2,3.5,4,3.8,3.9,3.9,3.7,3.8,6,7,6,5,6,6,6,6,6,5,6,6,6,6,5,6,5.875,3,4,2,2,2,2,1,2,3,3,2.4,Female
11662,0,0,0,0,NA,NA,NA,5,2,3,4,5,3,4,3,5,5,1,3,2,2,1,3,4,4,5,2,5,3,2,2,5,3,3,3,2,4,1,3,2,3,4,3,1,5,4,1,5,2,5,4,1,2,2,3,1,4,1,3,1,3,1,3,3,3,5,5,1,3,4,2,5,2,1,3,4,1,3,4,4,4,5,2,4,1,1,3,1,3,1,3,1,4,3,4,4,4,1,3,4,5,5,2,1,2,1,1,1.2,2.9,2.05,3.1,3.4,3.25,4,3.5,3.75,3.8,4.6,4.2,4.9,2.2,3.55,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6.9375,1,1,1,2,2,1,1,1,2,1,1.3,Male
11990,42,48,45,92,3.6,22,113,2,1,4,3,5,1,5,2,4,5,4,4,2,2,1,4,1,5,5,5,5,5,2,3,5,2,4,4,2,5,2,1,3,2,4,4,1,5,3,2,2,5,4,5,2,2,4,4,2,2,4,1,1,2,1,4,4,3,4,2,2,2,4,2,5,2,1,4,3,2,4,4,3,4,4,4,1,1,2,2,3,1,3,4,2,2,1,5,4,4,1,5,3,4,5,2,1,4,2,5,2.7,1.9,2.3,4.7,4.7,4.7,3.7,3.9,3.8,3.9,3.9,3.9,4.6,3.8,4.2,6,5,5,7,7,6,7,7,7,7,7,7,7,7,7,7,6.625,2,3,2,2,2,2,2,1,3,2,2.1,Female
12057,40,43,41,86,0,27,16,4,1,4,4,4,2,4,2,4,5,5,5,4,4,2,4,2,5,4,5,4,5,4,2,4,2,5,4,4,5,2,4,4,2,4,4,4,4,2,5,4,5,4,5,1,4,5,1,4,1,4,1,4,2,2,4,5,4,2,1,2,1,2,4,4,2,2,1,2,5,1,5,2,4,2,4,1,2,4,1,5,1,4,4,2,2,2,4,2,1,4,5,4,4,2,2,2,4,4,4,3.3,2.2,2.75,4.7,4.2,4.45,2.4,4.3,3.35,3.7,2.4,3.05,3.7,4.9,4.3,6,5,5,6,6,7,6,7,6,6,7,6,7,7,6,6,6.1875,4,5,4,4,2,4,5,4,5,4,4.1,Female
11949,45,46,45,95,3.99,30,0,2,2,4,4,3,2,5,3,4,5,4,5,4,2,3,3,1,5,3,4,4,5,3,2,3,2,5,5,4,3,4,3,3,2,3,2,1,5,3,5,2,5,4,3,3,2,4,1,4,2,5,1,2,2,3,3,3,4,3,3,4,1,4,2,3,4,1,1,3,4,1,4,2,5,3,2,1,2,3,2,4,2,2,4,3,2,1,3,3,2,4,5,4,4,3,4,3,4,4,4,4,3,3.5,4.5,4.5,4.5,3.2,4.3,3.75,4,2.8,3.4,3,4,3.5,6,6,6,5,7,6,6,6,7,7,7,7,7,7,7,7,6.5,2,3,2,2,2,2,1,1,2,1,1.8,Female
13320,38,38,40,80,4.03,26,0,4,2,4,3,4,2,4,3,4,4,4,3,4,2,4,4,2,4,2,3,4,4,2,2,4,2,4,3,3,2,2,3,2,4,4,4,1,4,2,3,4,4,4,3,3,2,3,4,2,3,2,4,3,3,2,4,4,4,4,3,2,3,3,2,3,2,3,3,2,2,3,4,2,4,4,4,2,3,4,4,3,4,3,4,3,2,4,4,3,4,2,4,3,4,2,2,2,3,4,4,2.4,2,2.2,3.3,3.7,3.5,3.2,3.3,3.25,3.5,2.8,3.15,3.3,2.8,3.05,4,5,4,5,5,6,5,4,3,3,6,3,5,5,4,4,4.4375,2,3,3,2,4,3,1,2,4,2,2.6,Male
13140,16,27,31,49,3.04,19,53,3,1,4,5,4,4,3,2,5,3,4,4,2,1,3,2,2,5,5,2,4,4,2,2,4,3,3,4,1,5,5,1,2,1,4,2,3,4,4,2,5,5,5,5,3,5,2,3,2,3,5,1,1,1,4,2,3,5,5,1,5,3,5,1,2,4,3,1,4,3,5,5,5,5,5,1,1,1,1,1,5,1,3,5,5,4,3,3,4,1,3,5,3,5,3,3,5,5,3,5,3.4,4,3.7,4.6,3,3.8,4.2,4.3,4.25,4.9,4.4,4.65,3.1,3.8,3.45,5,5,2,7,5,5,7,7,5,2,7,6,5,6,6,5,5.3125,1,5,5,5,3,5,2,3,5,1,3.5,Female
13216,34,38,33,82,3.66,30,0,2,2,5,2,4,3,5,4,4,5,5,4,5,2,2,3,3,4,4,5,2,5,4,2,4,3,4,2,2,4,2,2,4,3,4,4,2,4,3,5,2,5,4,3,2,4,4,4,4,3,4,2,2,2,3,3,3,4,4,4,3,2,4,2,4,3,2,2,3,4,1,4,3,4,4,3,2,2,2,2,4,1,3,4,2,2,1,4,3,4,3,4,4,5,4,3,4,3,4,4,3.8,2.9,3.35,4.3,3.8,4.05,3,3.3,3.15,3.7,3.3,3.5,3.9,3.8,3.85,5,5,5,4,5,6,6,5,6,5,7,6,5,6,5,6,5.4375,2,4,4,3,3,2,2,4,5,1,3,Female
13688,17,17,26,50,3.66,19,4,4,4,3,5,5,2,4,4,3,3,3,4,4,1,2,4,1,4,4,3,3,3,2,3,3,2,4,3,4,5,2,4,2,2,4,3,1,4,4,4,2,4,4,4,3,2,2,3,2,2,4,2,2,4,3,3,4,3,4,3,3,1,4,1,3,1,3,3,4,5,2,5,4,4,3,3,1,1,2,3,3,2,4,4,3,3,2,4,3,2,3,4,4,4,3,3,2,2,2,4,3.1,2.4,2.75,3.7,4,3.85,3.3,3.3,3.3,4,3.6,3.8,3.4,3.8,3.6,6,5,4,5,4,4,5,7,6,5,5,4,6,7,5,4,5.125,3,3,2,2,1,1,1,1,2,2,1.8,Female
11749,35,33,38,71,3.71,25,0,4,2,5,4,5,1,5,1,4,4,3,4,1,3,1,4,2,5,3,2,4,5,2,3,5,1,4,5,1,3,1,1,1,3,4,5,1,5,4,1,5,5,5,4,1,1,4,1,2,5,5,1,5,2,2,4,2,5,4,5,2,5,5,2,5,1,2,1,4,4,2,5,4,5,5,4,1,1,2,3,2,2,4,4,2,1,1,5,3,4,1,5,1,4,4,2,3,4,2,3,2.3,1.4,1.85,4.3,4.1,4.2,4.1,4.9,4.5,3.8,3.9,3.85,4.6,2.4,3.5,6,6,5,4,6,6,5,6,6,4,7,4,6,7,7,7,5.75,2,3,3,2,1,2,2,1,4,2,2.2,Female
12756,42,36,39,88,3.86,25,0,2,3,5,3,2,3,4,1,3,4,3,2,1,5,4,3,4,5,3,4,4,2,3,3,4,3,4,5,2,3,1,2,2,4,3,4,3,4,3,4,2,3,5,3,4,3,4,1,2,4,4,3,2,4,3,4,4,5,4,2,2,2,3,4,4,4,3,3,2,4,3,4,3,3,3,2,2,2,4,3,4,2,4,3,4,4,3,3,4,3,2,3,4,3,4,4,5,4,3,4,2.9,3.2,3.05,3.2,3.2,3.2,3.6,4.3,3.95,2.5,3.2,2.85,2.9,3.5,3.2,6,4,4,5,6,5,3,5,7,5,5,5,7,7,6,6,5.375,3,3,4,2,2,4,3,3,4,1,2.9,Male
12557,47,48,43,83,3.81,28,0,1,1,4,3,3,2,4,2,3,5,5,5,2,2,2,2,1,2,2,5,4,5,4,2,4,5,5,4,2,4,4,1,3,2,3,2,1,4,3,5,2,5,3,4,2,4,4,1,3,2,5,1,2,2,2,2,2,4,4,1,3,1,2,2,4,4,1,2,4,5,1,5,2,5,4,2,1,2,4,2,5,1,2,4,2,4,1,4,2,2,4,4,4,4,4,4,3,2,4,4,4.2,3.9,4.05,4.9,4.3,4.6,3,3.7,3.35,4,2.9,3.45,3.8,4.5,4.15,5,6,5,7,5,5,5,5,6,6,7,6,6,7,6,7,5.875,3,4,3,3,3,4,3,3,5,2,3.3,Female
13653,40,40,47,86,3.38,26,17,1,1,2,5,4,3,4,5,3,4,4,5,5,3,2,2,2,3,4,5,2,5,5,3,4,4,4,2,2,4,4,1,3,4,4,2,1,2,3,5,1,5,2,4,1,3,2,1,3,4,5,1,4,1,2,2,3,3,4,4,4,1,1,1,5,3,2,4,3,4,4,5,2,5,4,2,2,4,1,1,4,1,5,5,1,3,1,3,3,1,4,5,5,5,3,3,3,2,2,4,4.1,3.5,3.8,5,3.8,4.4,1.6,2.5,2.05,4.2,3.6,3.9,4.2,4,4.1,1,5,4,2,3,6,4,5,7,5,7,7,6,7,7,7,5.1875,3,4,3,2,2,2,1,4,2,4,2.7,NA
12553,38,33,31,72,3.66,22,4,4,4,4,2,4,1,5,1,4,5,4,2,3,5,4,5,1,5,1,1,4,2,1,3,3,1,5,4,5,2,2,5,1,5,3,5,1,4,1,3,5,1,5,2,5,1,5,5,2,5,2,5,1,5,4,5,5,2,4,5,2,2,3,2,1,1,1,1,1,1,5,1,4,4,3,5,1,1,5,5,2,4,3,5,3,1,5,5,4,5,2,1,3,5,1,1,5,3,2,1,2,1,1.5,1.7,4.2,2.95,4,3.9,3.95,2.8,2.5,2.65,2.3,1.7,2,4,3,4,1,3,4,5,3,5,5,6,5,5,5,5,5,4.25,1,1,1,1,2,1,1,1,2,5,1.6,Female
12076,41,46,45,89,3.2,24,0,3,2,4,5,4,2,1,3,4,4,3,4,3,3,2,2,4,3,5,5,5,4,2,4,3,2,1,4,1,4,2,2,4,2,3,5,3,5,4,5,3,4,4,5,1,2,2,5,1,1,2,2,1,3,1,4,2,2,5,1,2,3,3,2,5,1,4,4,5,5,5,4,2,5,4,2,3,4,1,1,1,1,1,5,2,1,3,2,5,1,1,4,4,5,4,3,4,1,1,5,1.9,2.2,2.05,4,2.1,3.05,3.4,2.5,2.95,4.1,4.8,4.45,4.1,4.8,4.45,6,6,6,4,6,6,7,6,6,6,7,6,6,7,6,6,6.0625,2,2,1,1,2,1,1,1,1,2,1.4,Male
12964,34,28,36,67,4.05,25,0,2,2,4,4,3,1,5,2,5,4,4,4,4,4,3,3,2,4,4,5,3,4,4,4,3,2,4,4,3,4,3,2,3,4,3,4,1,4,3,4,2,4,4,4,2,3,3,2,3,2,4,4,3,2,4,4,4,4,4,2,3,1,2,2,3,3,2,2,2,4,2,5,2,4,4,3,1,2,4,1,3,2,4,4,2,2,2,5,4,1,3,5,5,4,2,1,2,4,3,4,3.5,2.2,2.85,4.1,4.2,4.15,2.5,4.1,3.3,3.4,3.3,3.35,3.1,4.3,3.7,4,5,3,4,5,6,4,5,5,4,6,5,5,5,5,4,4.6875,3,2,2,2,2,1,2,2,3,2,2.1,Male
13336,35,24,35,68,3.84,23,0,2,4,3,4,4,2,4,2,2,4,4,4,3,2,4,4,1,4,4,4,4,4,2,2,3,2,4,4,3,4,2,2,2,1,1,4,1,4,3,4,4,5,2,4,4,3,4,2,4,2,4,2,2,2,4,4,4,4,2,3,4,2,3,2,3,3,1,4,4,3,2,4,1,4,4,4,2,2,2,4,4,1,4,5,2,3,2,3,2,2,4,5,4,5,2,2,4,4,5,4,3.4,2.3,2.85,4.1,4.1,4.1,2.8,3.7,3.25,4.3,2.7,3.5,2.7,3.6,3.15,6,6,6,4,6,6,6,7,6,6,7,6,6,7,7,7,6.1875,2,2,2,2,1,1,1,2,3,1,1.7,Female
